lemma,lila_id,synset_id,sem_type,definition_pt,lexemes_pt,argumentSet
arbitror,lilaLemma:89778,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00697589-v"" target=""_blank"">00697589-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>definição:</small>&ensp;chegar, fazer uma decisão sobre algo</small><br>","<small><small>lexemas:</small></small>&ensp;decidir, resolver, determinar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,REG]</small></small><br>"
arbitror,lilaLemma:89778,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00684068-v"" target=""_blank"">00684068-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;Você não pode acreditar nesse homem</small><br>,"<small><small>lexemas:</small></small>&ensp;acreditar, achar, crer<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
arbitror,lilaLemma:89778,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00699485-v"" target=""_blank"">00699485-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;causa para decidir</small><br>,<small><small>lexemas:</small></small>&ensp;decidir<br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
arbitror,lilaLemma:89778,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00628491-v"" target=""_blank"">00628491-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>definição:</small>&ensp;usar ou exercitar a mente ou o poder do raciocínio, a fim de fazer inferência, tomar decisões ou chegar a soluções ou julgamentos</small><br>","<small><small>lexemas:</small></small>&ensp;cogitar, pensar, raciocinar, refletir<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,EFF] ou [ACT]</small></small><br>"
arbitror,lilaLemma:89778,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00739082-v"" target=""_blank"">00739082-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>definição:</small>&ensp;ponderar; refletir sobre, ou raciocinar sobre</small><br>",<small><small>lexemas:</small></small>&ensp;pensar<br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,REG]</small></small><br>"
arbitror,lilaLemma:89778,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00701877-v"" target=""_blank"">00701877-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;influenciar ou determinar</small><br>,<small><small>lexemas:</small></small>&ensp;decidir<br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
arbitror,lilaLemma:89778,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00672433-v"" target=""_blank"">00672433-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;julgar por tentativa ou formar uma estimativa de (quantidades ou tempo)</small><br>,"<small><small>lexemas:</small></small>&ensp;adivinhar, aproximar, avaliar, chutar, estimar, julgar, calcular<br>","<small><small>valências:&ensp;[ACT,PAT,EFF] ou [ACT,PAT] ou [ACT,REG] ou [ACT,EFF,PAT]</small></small><br>"
arbitror,lilaLemma:89778,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00684273-v"" target=""_blank"">00684273-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;Seguir um credo; ter uma fé; ser um crente</small><br>,"<small><small>lexemas:</small></small>&ensp;acreditar, crer<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
ars,lilaLemma:90089,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05638063-n"" target=""_blank"">05638063-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;habilidade em uma ocupação ou comércio</small><br>,"<small><small>lexemas:</small></small>&ensp;arte, habilidade, artesanato<br>",
ars,lilaLemma:90089,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05637558-n"" target=""_blank"">05637558-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;uma habilidade que foi adquirida pela formação</small><br>,"<small><small>lexemas:</small></small>&ensp;habilidade, meta, talento, técnica, arte, engenho, perícia<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,ACMP] ou [ACT]</small></small><br>"
ars,lilaLemma:90089,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05989479-n"" target=""_blank"">05989479-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;uma explicação bem substanciada de algum aspecto do mundo natural; um sistema organizado de conhecimento aceito que se aplica em uma variedade de circunstâncias para explicar um conjunto específico de fenômenos</small><br>,<small><small>lexemas:</small></small>&ensp;teoria<br>,
ars,lilaLemma:90089,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05849284-n"" target=""_blank"">05849284-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;uma propriedade característica que define a natureza individual aparente de algo</small><br>,"<small><small>lexemas:</small></small>&ensp;qualidade, característica, carácter<br>",<small><small>valências:&ensp;[ACT]</small></small><br>
ars,lilaLemma:90089,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05636887-n"" target=""_blank"">05636887-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;capacidade de produzir soluções em algum domínio de problema</small><br>,"<small><small>lexemas:</small></small>&ensp;ciência, habilidade, talento<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT] ou [ACT,ACMP]</small></small><br>"
ars,lilaLemma:90089,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05621178-n"" target=""_blank"">05621178-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>definição:</small>&ensp;astúcia, como demonstrado por ser hábil na decepção</small><br>",<small><small>lexemas:</small></small>&ensp;astúcia<br>,<small><small>valências:&ensp;[ACT]</small></small><br>
ars,lilaLemma:90089,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05638987-n"" target=""_blank"">05638987-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;uma habilidade superior que você pode aprender pelo estudo e a prática e a observação</small><br>,"<small><small>lexemas:</small></small>&ensp;Arte, destreza, arte<br>",
astrum,lilaLemma:90464,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05627785-n"" target=""_blank"">05627785-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;a morada de Deus e os anjos</small><br>,"<small><small>lexemas:</small></small>&ensp;Céu, céu<br>",
auctor,lilaLemma:90615,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05937112-n"" target=""_blank"">05937112-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;uma forma ou padrão representativo</small><br>,"<small><small>lexemas:</small></small>&ensp;exemplar, exemplo, amostra, ensinamento, espelho, modelo, mostra, árbitro<br>",<small><small>valências:&ensp;[PAT] ou [ACT]</small></small><br>
auctor,lilaLemma:90615,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05824739-n"" target=""_blank"">05824739-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;qualquer evidência factual que ajude a estabelecer a verdade de algo</small><br>,"<small><small>lexemas:</small></small>&ensp;confirmação, prova<br>","<small><small>valências:&ensp;[PAT] ou [ACT,PAT]</small></small><br>"
auctoritas,lilaLemma:90620,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05983654-n"" target=""_blank"">05983654-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;uma intenção ou propósito fixo e persistente</small><br>,<small><small>lexemas:</small></small>&ensp;vontade<br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
auctoritas,lilaLemma:90620,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05821486-n"" target=""_blank"">05821486-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;um exemplo que é utilizado para justificar ocorrências semelhantes em um momento posterior</small><br>,<small><small>lexemas:</small></small>&ensp;precedente<br>,<small><small>valências:&ensp;[ACT]</small></small><br>
auctoritas,lilaLemma:90620,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05616246-n"" target=""_blank"">05616246-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;posse das qualidades (qualidades mentais especialmente) necessárias para fazer algo ou fazer alguma coisa</small><br>,"<small><small>lexemas:</small></small>&ensp;capacidade, habilidade, poder, talento<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT] ou [ACT,ADDR]</small></small><br>"
auctoritas,lilaLemma:90620,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05937112-n"" target=""_blank"">05937112-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;uma forma ou padrão representativo</small><br>,"<small><small>lexemas:</small></small>&ensp;exemplar, exemplo, amostra, ensinamento, espelho, modelo, mostra, árbitro<br>",<small><small>valências:&ensp;[PAT] ou [ACT]</small></small><br>
auctoritas,lilaLemma:90620,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05617310-n"" target=""_blank"">05617310-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;a capacidade de liderar</small><br>,<small><small>lexemas:</small></small>&ensp;liderança<br>,<small><small>valências:&ensp;[ACT]</small></small><br>
auctoritas,lilaLemma:90620,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=06185955-n"" target=""_blank"">06185955-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;uma doutrina que é ensinada</small><br>,"<small><small>lexemas:</small></small>&ensp;preceito, mandamento<br>",<small><small>valências:&ensp;[ACT]</small></small><br>
auctoritas,lilaLemma:90620,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05925366-n"" target=""_blank"">05925366-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;algo a ser imitado</small><br>,"<small><small>lexemas:</small></small>&ensp;exemplo, modelo<br>",<small><small>valências:&ensp;[ACT]</small></small><br>
auctoritas,lilaLemma:90620,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05945642-n"" target=""_blank"">05945642-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;uma crença pessoal ou julgamento que não se baseia em provas ou certeza</small><br>,"<small><small>lexemas:</small></small>&ensp;opinião, pensamento, perspicácia, parecer, visão<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
auctoritas,lilaLemma:90620,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05916739-n"" target=""_blank"">05916739-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;uma vaga idéia de que alguma confiança é colocado</small><br>,"<small><small>lexemas:</small></small>&ensp;crença, ideia, idéia, impressão, opinião, sentimento<br>",<small><small>valências:&ensp;[ACT]</small></small><br>
audeo,lilaLemma:90638,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00708538-v"" target=""_blank"">00708538-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;ter em mente como objetivo</small><br>,"<small><small>lexemas:</small></small>&ensp;pretender, pensar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
audio,lilaLemma:90641,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00623151-v"" target=""_blank"">00623151-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;fazer sentido; atribuir um significado à</small><br>,"<small><small>lexemas:</small></small>&ensp;compreender, entender, construir, interpretar, ver<br>","<small><small>valências:&ensp;[ACT,EFF,PAT] ou [ACT,PAT] ou [ACT,PAT,EFF] ou [ACT,ADDR,PAT]</small></small><br>"
audio,lilaLemma:90641,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00635523-v"" target=""_blank"">00635523-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;compreender o significado da</small><br>,<small><small>lexemas:</small></small>&ensp;responder<br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
audio,lilaLemma:90641,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00591115-v"" target=""_blank"">00591115-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;perceber (uma idéia ou situação) mentalmente</small><br>,"<small><small>lexemas:</small></small>&ensp;compreender, entender, perceber, realizar, ver<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
audio,lilaLemma:90641,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00588888-v"" target=""_blank"">00588888-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;conhecer e compreender a natureza ou o significado de</small><br>,"<small><small>lexemas:</small></small>&ensp;compreender, comprender, entender, abranger, concluir, deduzir, depreender, inferir, perceber<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
audio,lilaLemma:90641,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00593852-v"" target=""_blank"">00593852-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>definição:</small>&ensp;entender uma lingua</small><br>,"<small><small>lexemas:</small></small>&ensp;entender, interpretar, traduzir, ler<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
